id,age,salary,marital_status,loan_amount,loan_term,job_category,approved
5eef942b7eee4ad09b1520037936e5aa,29,128800,C1,15000,24,C1,0
a056c5c28b624e8cb0d8d6158a9bda8c,23,136000,C1,12500,24,C1,0
9b91a523f52e4b03a94a7505c68eb830,27,160000,C1,20000,30,C2,0
16e1cc243ff042f695747c1688dde4b3,25,144000,C6,15000,12,C4,0
cf84b4a95c204024833d81c5328d7c29,24,116000,C1,10000,12,C1,0
64ccc0ce402b4a8d9426146993a72373,28,124000,C1,5000,24,C5,0
3ba7a394e3c54a0d840f203442e6e4c4,22,176000,C6,22500,36,C1,0
3465bebfbe2c42f691b83ba4f5000e03,36,108000,C2,8000,6,C2,0
e93debd4b7ed467a9557375352655e59,23,100000,C1,32500,48,C4,0
77aab59b3c6740b8be0c3c7bd306a7ba,27,136000,C1,17500,18,C1,0
bfa04abd65d34ec1ba0ee0adf3b4371e,24,92500,C6,5000,12,C2,1
707eeeb7e40f4fda949e8b91e02312e5,31,86800,C1,5000,12,C3,0
4194240acabb4221aa9f103b2c1daf88,29,159600,C6,15000,24,C1,0
3924d6a6f17c47548456c5874e08c536,37,151200,C2,5000,24,C2,0
ff0cca0669304d4ebc876d65672cf5d0,36,136000,C6,7500,12,C6,0
6daff5b94b5a4563945c0567c84c4127,22,90000,C1,5000,12,C1,0
883c7238c8f24d41a78d80d1e2beaf02,49,112000,C1,15000,24,C2,0
b2ee42792d024cb69fe15465f16c0254,34,130435,C1,17500,36,C2,0
4a495b2af9284dbf9ecdb97e75c8af94,38,2480000,C3,20000,36,C3,0
d0b815e1a8fb4216af88fd8575fe83f8,34,1720000,C1,20000,36,C1,1
8e58e63601b7446f8cddef0085f6e43b,43,152000,C2,20000,24,C5,0
c56e3fca9b3547ad9162712c026321a6,31,165000,C2,15000,24,C3,0
36a506f1bea4444a94f8a7d6592395e0,50,320000,C1,5000,12,C6,0
10f7fab077d143d3890ae17bcce11a0e,63,284960,C3,15000,24,C5,1
65e68278b8a0412bbb786e677e689867,23,136000,C1,6550,18,C2,0
9340a4934723424d9c371fd5ee6ac4ea,34,160800,C1,10000,24,C2,0
1fb426db1f0d49ac9cde8c7a55fdcfff,46,136000,C1,15000,12,C4,0
d5821ea3737d4cc5b083f157d04f3543,27,121840,C1,37500,60,C9,0
dd290c4dbf864a94a0eca6205d5068f3,40,120000,C2,25000,24,C5,0
7dbaa01794b344a88802d591c2cc32cf,22,104000,C1,5000,12,C1,0
1b251ab84df44efea32bbdc86d309193,26,266640,C1,12500,24,C11,0
d67976c1d8f440d6b74ef84fef45603d,29,144000,C1,20000,36,C2,0
ab90e216f637461e9058749fb3daf46f,21,115520,C7,25000,36,C4,0
e021f7132e79464d91143516e8f257a3,30,176000,C1,25000,31,C1,0
e023a74774dc4567afcf25101d606794,27,144000,C2,5000,24,C5,0
eb469a8bab634a698d9f8bba88020c95,41,124000,C2,7500,27,C4,0
ca6a2e9631af4651a0e1d8ea1e385110,46,104000,C2,22500,24,C6,0
c8e5c45e29b44e44b08d225b19cd23ce,26,140000,C1,25000,36,C2,0
0ef140ed361f4f13a58d9471827baa52,21,160000,C1,20000,36,C2,0
7c483b26d84d4629bf4ea78441ac528d,27,112000,C1,30000,46,C2,0
1bb6890179a44c5eb8c8a9e9c30ea04d,24,140000,C1,5000,24,C6,0
1a0ce925c0844ee18c289460862b303b,30,112000,C6,25000,24,C1,1
33352c51b25f4bba844fd3451f4d9cb6,32,184000,C1,10600,24,C2,0
65863d7d807947e7b501e1a67615372b,29,148000,C1,22500,60,C4,0
c9ee916234d042c98ac6ebb8890256be,25,160000,C1,15000,36,C1,0
3918b441896c4debafbc7ef9b2eee6c0,28,160000,C1,15000,36,C1,0
86e6e4edc2ad461c9a5d020abe6b4797,30,128000,C6,25000,35,C1,0
b0efffe45bd24625843477284b7ff910,51,176000,C5,5350,24,C1,0
9df0f06cea204b8b8b6972ffb676eb5e,28,128000,C1,7500,12,C4,0
40b914308ebb475a946d525d6a55cb3c,55,380000,C2,16650,36,C5,1
dc284ddaedfb43cd8e2915712e142f01,27,280000,C1,15000,24,C1,0
a2fdac390ea0461d96a0a21ff2cd76a5,27,320000,C2,35350,30,C1,0
4fa5e9ea257d4255a0490f37cc790000,31,144000,C1,10000,12,C1,0
a9da92603ed341a5a5e55a26a84c3500,36,106240,C1,11000,12,C4,0
c7a227802d5c4e79b80919c81131dbfb,32,240000,C2,15000,36,C1,0
89eace1c336b4a2dadb6d880b7568a08,29,160000,C2,15000,36,C2,0
198267ae541b4b4cb1af565cdc4fa4b9,28,120000,C1,25000,36,C5,0
3c1e0fa184054104b4da9a2ed81f64ab,26,168000,C1,10000,24,C1,1
3a24b875d41e4cf697f5d5de9a597344,24,176000,C1,20000,24,C1,0
2aba58f53b8f47d9b49f33527dfe1f3b,27,120000,C1,5000,36,C4,0
16546ddf028441e48b061390d969d9ba,23,159200,C2,25000,36,C1,0
fb5b497c47f649ab92a34a2e6c8796e2,36,192000,C6,7500,18,C5,0
65152694ff384200851f5ce863888922,50,118080,C5,15000,36,C1,0
17d4acdc41354a078cc7f0a70efac316,29,200000,C1,15000,24,C3,0
be9e550d24ef4ad4804ad0bdc47da5be,32,136000,C1,12500,24,C10,0
1edc07dff5c2479eab6cd70ed1bebbbd,50,144000,C6,25000,36,C1,0
1d5526f1824a47cd873a45e8bd7d55d3,28,248000,C1,21500,36,C2,0
134e79f1e77c4808b378b1f909caa7af,40,128000,C2,5000,48,C3,0
6b26a4158663451b85f34354d8d76993,25,120000,C2,5000,24,C4,0
2f961fea9a3a46908c907d794cb52306,34,216000,C1,15000,36,C1,0
27d819c823334b21a58df6229502d4eb,28,120000,C1,10000,36,C1,0
99e5dc5922224f33a1755c21b3ccd6d5,48,152800,C1,10000,30,C1,0
926eeb4e343643a8bd63a41d3a1dd8f9,28,130880,C2,6500,36,C4,1
c393094815e24f789ac9ab8c74447b4c,24,128000,C1,25000,36,C7,0
db13e1ae05f94875aea3d610fb26d592,21,112000,C1,15000,24,C4,0
d7f670b3e9494ac4aaf8e36131100c34,23,90000,C6,12700,36,C4,0
60d4ac06b9a94ac681097718deea6ef5,23,175000,C1,25600,24,C3,0
ff59b4e4b4a5402f9eccc560a323241d,36,160000,C1,25000,24,C1,0
da8f243bd9d24b3981b1466a03ee7839,49,114960,C1,10050,12,C2,0
7a544e36ae424f5fb87fb3ba8cd8c19b,61,178800,C2,25000,36,C6,0
1513e552c267408f8e6a41f6317f39bc,30,192000,C1,5000,24,C4,1
8a19b687e27641ab839d33f7b8fb3d7c,28,136000,C1,25000,31,C1,0
33450eedcde647ca8a6e07ee66e24dcc,40,176000,C2,7500,24,C4,0
b8187775546c4819b636cb23acf2dd75,31,1488000,C1,25000,24,C7,0
dee0c4e8f1c24871a08db0d81dababc5,29,98000,C1,7750,24,C7,0
8886e485df914564883b1797f9b30afb,26,120000,C1,12500,24,C4,0
e3ce3c6edaf645fc8df9f3f74dfd2231,48,120000,C2,5000,12,C2,0
730c5a67f22c4fae9455d0e3d6875b25,28,128000,C1,15000,36,C1,0
8bb92fb7f08a4bdea67f57c7a374bd82,37,200000,C5,20000,36,C1,1
53b892a208a6452ca74c1348a2e98aca,27,120000,C1,5000,24,C3,0
883f8f0b82aa4b1ea0b143c4f1ea1b7c,42,192000,C2,6000,12,C3,0
ca75f6f4ba594869a68ab1bee87ac3ab,44,136000,C6,20000,24,C1,0
60fbc088191647df9c4359df7b07e7e9,23,105000,C6,25000,60,C1,0
2e00e521b350406aade255f6dc60bd06,34,115000,C1,5000,12,C3,0
4ba35f5b33dc4836b675a5d9e2cec3e3,39,1760000,C1,25000,34,C2,0
642a8945f8e04f8ab4422ec3478931e2,25,125000,C6,27500,60,C4,0
c2dd6513c3a843b7b9d016f483c68fd4,29,116000,C1,22450,36,C3,0
dfe66e83e6ef44dd930fed8e6277711c,30,120000,C6,15000,24,C2,0
1256c3a956924b5a9b06ca229fc14fd2,55,116800,C6,17500,24,C1,0
8717d7a2924947f19a7e085c0bc88f6c,34,145000,C1,37500,36,C1,0
40d625331ceb41c6aa4490b490295075,38,120000,C1,15000,36,C7,0
598d9bbd669a418c96b06b406f300662,27,100000,C6,7100,36,C5,0
fab56a1b054c4b72960f6f28ffb9567c,23,133600,C6,20000,36,C7,0
4c719e046df54cc8bd44d86f78232c2b,39,195730,C2,15000,36,C6,0
25ddbd54fe6b4b0ea3f79d0f8ebc460d,35,144000,C2,5000,12,C4,0
39a1894a73ed441baeba630759a8cbc8,30,136000,C1,5000,12,C1,0
5e902dbf7f6a44b9a91935114531b991,29,160000,C1,25000,36,C3,0
d9cf8b58787247a9b795b95e5c014ae5,28,150000,C1,25000,12,C2,0
7663f1803f6545f79dd22b9045dfd664,38,112000,C1,12500,24,C4,0
fd191599a5e6498dab031daaaf8396a7,37,128000,C7,25000,60,C3,0
6f2b38f2ed514d68841cf0650f22558f,40,110925,C1,18000,48,C1,0
b67d3324dc1840dd85c06c6e8ef1f683,33,120000,C2,15000,24,C6,0
1df7519e56ed41c6ba5471cda6e4a40e,32,131520,C1,5000,18,C3,0
5df8776934694431b56fd1f890912a20,25,1536000,C1,5000,24,C4,0
3905ffe9f0fb488d8708af42b126b85a,27,120000,C2,25000,36,C2,0
464343c751594b169eacc02ef274cb52,25,112000,C1,5000,12,C3,0
461247e5621e42cc945b3ef8c2071739,22,162500,C1,25000,24,C4,0
a3c30c3ac0454aa4b333a8a0026be70c,38,160000,C6,20000,15,C1,0
fc6069064ad34b9cb5288ad8aca73007,32,144000,C6,17500,36,C2,1
eced42dd0d47474792b555160dde7b36,28,112000,C1,15000,36,C4,0
bbbd28a759d745479f79aa728583f9db,26,240000,C1,25000,12,C6,0
304bad056e2a4d9aa7883b440b54a71e,37,160000,C2,5000,24,C4,0
b7c0613e7fee4734b6f8a448b4fee133,31,123840,C6,25000,36,C1,0
1fdfa158e33247bba3a275c578748502,61,116000,C4,15000,12,C5,0
6b22554ff0d041648ed5e0f2781c14b1,28,112000,C2,25000,36,C5,0
f379fee7e4fb47b3b2c4c12eebb35691,31,112000,C3,15000,24,C4,0
d4231da9c8644658983e41a96f1ca972,34,210000,C1,30000,24,C6,0
a9b81a24289c435daf0f312ac03a794a,26,159760,C1,5000,12,C3,0
08f33987535c4cfb9231472552c54a35,26,148000,C1,5000,12,C3,0
43dcd37cd55c4fe9bddf4386d12ceb2c,27,132000,C1,5000,12,C4,1
80fdaf10e9c248ab989d76eecb3a9707,23,109600,C1,12500,36,C4,0
979d95881b65429587a6b15b7deaef21,46,156000,C1,10000,36,C1,0
61972d954e734217af536979800b8287,27,136000,C1,25000,24,C4,1
3a03328f0b1942d2856a171fe14e8f05,25,112000,C1,7500,12,C1,1
53c3f048e5c44478841bb5970087f779,23,160000,C1,15000,24,C2,0
e38c75910c654bc2b72ef8feaa809f5d,36,136000,C1,5000,12,C5,0
374922539427454892ac43ae476ed637,40,208000,C2,20000,36,C5,0
071ab4cf4a8f42cfa67b60537ff892d3,51,132000,C6,17500,24,C1,0
c13d7f1c1de2445bba825f7334f2009a,30,156640,C2,10000,12,C4,0
1439aefb89134456880ab60c249615ca,41,224000,C2,15000,36,C2,0
bcf3ccc2b48f4cb486500df8bd851499,52,184000,C2,5000,24,C2,0
aa80f188b4dd4084a2c2e4afeaaddfd2,29,95000,C2,15000,48,C1,1
bce4106db5714271a5a05f4be81526fd,22,112000,C7,25000,36,C1,0
4bae1a9e951946938f2d4bd401952ef9,44,157500,C2,10000,36,C2,0
eb18324bbe414601b06b6f3728169993,36,500000,C1,35000,60,C4,0
737e7a06b132464f964b55f1bf767e8f,26,184000,C6,15000,36,C5,0
69696d9ccead40b89276e5eff50d6884,28,112000,C1,25000,36,C1,0
d46fb719245d4e2eb52e701a91dc228d,55,192000,C4,7550,24,C2,0
c4ee8d14afd8412b8cecce1d838e3f66,25,112000,C1,20000,36,C5,0
d791c48352544ef999657f6ac5fe6b00,34,200000,C1,20000,24,C3,0
df7c4b4fe4af4642adf1efb8581e3140,37,110880,C2,10000,36,C5,0
3500aef1dcd1432584b24793d7ed9273,22,145600,C1,10000,12,C3,0
6dc39dd9699a47b6a4ca227d70dddbee,56,176000,C6,15000,24,C6,0
2607018e32524b9890b1b4d8b3fc3722,50,168000,C1,7500,24,C5,0
dc8087b1dc634324ac49576dd9617edd,45,184000,C3,25000,24,C2,0
5b700817464a4a9e96124f697c8caf17,27,116000,C1,25000,36,C4,0
f29283bbdb0f4c788c2ae224e5e9c1b8,28,136000,C1,25000,36,C1,0
acedaf46e5944cf58faff1af44045263,25,151360,C2,22550,36,C4,0
b8fa44872b014a95a408e4f837c1e913,28,144000,C1,30000,24,C7,0
b5617a0862e44cf2b4ae3e8c3e6e1c5f,32,176000,C6,7500,12,C3,0
b222cb1f0d6b4a84bd94591fd9be7bcc,27,156000,C1,7500,24,C6,0
6fa4310be8014de48eb4e344e8322e89,27,125000,C6,26250,60,C1,0
5d1663b4e1214b3aa5ec6eef58101f4b,35,136000,C2,15000,24,C1,0
2f78a2cd3f8348c5b0995303524d2493,26,100000,C3,17950,60,C5,0
89da2fe2fa8241009f85a821db26bea8,44,117000,C1,25000,60,C1,0
e1d5fc8b3f1d4e1db49bc1d7980d92c4,44,145000,C2,25100,60,C1,0
fbb3b8d9eb284064a9d3d7fa758c980d,27,140000,C7,25000,24,C2,0
607459fe18124568a3c446d1c0e6af6d,32,1515600,C1,15000,36,C1,1
2214776ee9da4ea297740aa538ca367b,46,1600000,C2,15000,36,C4,0
91c4f5599cdc4342b6ecb34b8e019b89,36,121050,C1,35000,48,C1,0
b1203878357e4282808d9366e527693a,31,120000,C1,25000,36,C1,0
a5e7492bfb1448089476c8050ecc5018,45,125000,C2,5000,24,C3,0
cc783a1b85fb45759d39953f3b5df6db,42,123200,C6,22500,36,C1,1
f59246c442ae4bf8b4e03fb585889d6e,26,125000,C1,10000,24,C4,0
e4c5cd0713254c778493ba5904ec785a,37,176000,C1,20000,24,C4,0
c8ccb2627e30409ea3bfaae82950a361,35,184000,C3,25000,24,C1,0
263fc45f3f37440ca0d269e8d6b02bea,30,160000,C1,10000,24,C1,0
3e33961afa9345e4aff2e07706ce30b2,42,144000,C1,25000,36,C1,0
710f7bb809964280bf58d3241b326c07,31,270640,C1,7500,24,C2,0
908ec5c52bc14159ad2cd5e4f6642720,56,115000,C3,25000,60,C2,1
48aca3e1574c4e99a5561387fd3a7925,31,136000,C1,22550,36,C1,0
2607b51b5cbb4e88b2fca3399abaf56a,45,136000,C2,5000,24,C6,1
6bb16635603a4b0f8e93b7d2b3cfbd4c,24,120000,C1,15000,24,C4,0
868babb251a2462c8c84d0d4bb5605cd,27,136000,C1,13750,12,C3,0
f796ee3293bf45df988839a36ce9f6cc,27,140000,C6,35000,60,C1,0
c1478b90fb21409ba81546c13ecfd7ab,29,176000,C1,10000,36,C4,1
689b5caf5643435b832b3a13175e0dfd,33,149500,C6,37500,60,C3,0
ce47417ab9ed4869bcc7dfd747963e04,46,176000,C1,25000,36,C2,0
8562eb34248b4f309beb9081c3f8ca7f,30,134400,C2,15000,24,C1,0
b239fab8cdaf427e93e635c9d4b1f451,22,120000,C1,5000,24,C1,0
9097d7e2b25a49859c1d8e066f6514f0,27,120000,C1,5000,12,C8,0
5874fe51d5e34b549082a1d7fb28be83,59,164000,C2,10000,36,C1,0
ea002422ed2d4e0bb5c3f585bccacea3,21,144000,C1,7500,24,C5,0
7116fcefc0e248bdb9aa217609face92,29,216000,C1,5000,12,C1,0
7e0319bf8d4242bea9c1c129ba0714c0,38,176000,C2,35000,36,C2,0
b6b3285d1d694c5d8c7440dc6e751300,27,108000,C1,20000,24,C6,0
d0fd3c2909854cc0939ab8aaa2c2259f,34,144000,C6,10000,24,C5,1
060b3851054d452d84ea25aadf1ee85e,25,126400,C6,37500,60,C1,0
99da65a2a18c42e2bf912661c0511952,40,105000,C3,25000,24,C1,0
c9e651e10cb54e948e5df3471cd8b63c,28,148800,C6,17850,24,C1,0
b6c88a061b1045dc93b3d35c12d2679c,30,157600,C1,15000,24,C1,0
ff54875542fb4474ae7cbdcc1a6798d0,51,960000,C2,6000,24,C2,0
882e3388d8db401c9eeae304bc7544f8,25,128000,C6,5000,30,C3,1
cd75fbdd0f6b4277a1a6fa97202d400d,37,194880,C2,17500,24,C1,0
82e6bb9316cd44018de6d8ea1e8ceb80,24,116720,C6,25000,20,C1,0
bfabeed44dc841be84f5902996910765,27,227500,C6,15000,60,C4,0
8e414d447618453987f55390d4612ce5,18,200000,C1,2500,24,C5,0
28164fb1e4474f0a80933989d1075b60,22,120000,C1,5000,12,C1,0
48bf9c79b51d45c3967dbcca22d10c7b,28,112000,C1,10000,36,C1,0
2e188b26f58c4559a357610499960c2b,36,285600,C1,20000,24,C3,0
d8cf457cd8b14346beb6f844f45f31b1,24,128000,C1,7500,6,C2,1
ed36e615b73c41b2a3a8f745c5b48266,25,105000,C1,25050,24,C1,0
aef511dd35b74d2e8f287d386ceade14,47,160000,C6,25000,36,C3,0
e582aa69249f481289cb61fb631cc1df,49,132000,C1,25000,12,C1,0
ddae6232cd79487baf33ac76e292cac1,34,128000,C1,12500,24,C1,0
f53a6d2a8a444872a47313d3973880e0,30,156000,C7,25000,36,C4,0
1f4be9c4a6594c69a92e09d52d41781f,25,90000,C1,8000,36,C3,0
eb650a70a6bd45b58e495feb9c6290d5,39,200000,C3,13100,36,C1,0
69e366a77d8a4d23a5d6eb6903c59e08,36,132000,C6,5000,6,C6,0
5406ed0760184c359c20d4dd0032428a,28,112000,C6,20000,36,C2,0
7328d693bedf441b849806258fd3b1fb,25,96000,C1,5000,24,C1,0
69970c3fb4b64194bfd522b0994898c3,38,140000,C6,15000,36,C2,0
23a189b3da3249f1952596121e5be635,23,140000,C1,7150,24,C1,0
bdbc33606a0f425d953827992aa50d8f,27,104000,C1,25000,12,C1,0
43b3775bef054a95abc7df21537d6704,45,112000,C1,10000,24,C1,1
26d288abdea94da9af9ae06f15e6b8cf,24,128000,C6,27500,36,C1,0
8a3a109f3c3b47dc8cdf0391c1e29318,22,132000,C1,7500,12,C1,0
08cbf0a52a724af79096a64fcc38b5a7,27,120000,C1,5000,12,C1,0
921baf65cc04425faf237d94fd3e93bb,33,128000,C6,30000,24,C3,0
226eecaaf2be4ed2b8ce6569d3283706,25,118400,C6,10000,36,C2,0
32fd2e9cdff6418e9d3d0907dce9c654,32,152000,C6,5000,12,C3,1
e3929eb9b2704e34a93f7184db72771f,21,172000,C6,20000,24,C5,1
ddd5fb18f58947c094cfd566760078d9,27,184000,C1,12000,15,C1,0
b93bc5944ccc432aa5867abfa349e04c,29,200000,C1,15000,36,C2,0
deea049744964a8c82748835125f897e,32,160000,C1,25000,36,C2,0
825d675630ad43358432d6bf6b925752,33,102500,C2,15000,36,C1,0
3e41dfa7703b443aa7bcc333d37f298f,34,117280,C2,17500,36,C9,1
46d94da38df4411cb462db6fba19c409,32,140000,C1,20000,36,C2,0
5ff7d966ec81426b93b54ef08c4adce4,29,192000,C6,17500,36,C1,0
1c2551f01a0449c6a0dae269d0ee503c,22,152000,C1,23000,11,C1,0
8a02d67472e347f289b5563e322a72dd,44,135000,C5,25000,36,C3,0
c1c0bf60c657429dac5799084228f42c,46,310640,C6,25000,36,C2,0
c49e7efaf502460db90ba680d4646a00,21,140000,C1,10000,24,C4,0
6f2515b26c414cee90bd00d33c096db4,33,112000,C1,25000,36,C4,0
923aa1307d364b00b93613185992fea3,29,140800,C2,20000,36,C1,1
96f87e8b421b4dbcabdd2d66d37419e9,66,128000,C2,20000,24,C1,0
257544174fba4b20b9e71e68c20fb6b7,22,90000,C1,15000,20,C3,0
57baf016faa741cc99b8b475814d3d32,37,128000,C1,10000,36,C3,0
68eb845478c94d29864fb9d6990c0c24,21,144000,C1,25000,36,C2,0
9fe98338224d49f7866538aac974e744,26,135730,C1,5000,6,C1,0
8525f72f27ec44218a292c5c4a72a4fd,27,266640,C1,12500,24,C6,0
55550a94ffd842fbba06efcbbd94a4aa,23,144000,C1,5000,24,C2,1
013f09a0ef2b46918893e81f97550bd4,35,200000,C1,9000,48,C1,1
16b6693c69c446239679c6110387bc7a,42,184000,C1,25000,36,C1,0
23f6f99a60c6429d8cc5ce9a40db8f31,32,120000,C2,25000,36,C2,0
c49037ec99fd4044a1533269e828cb8b,25,168000,C7,5000,36,C3,0
d6cd4ff7432a458c9c5b81365ff70b96,32,136000,C1,17500,36,C2,0
ce58e1b0a0a24661a304ea5a941eab19,39,144000,C2,25000,24,C6,0
d40327dcb62441258f6030ca20af5f82,21,144000,C1,5000,24,C4,0
ffaa9f8c8cf94223a845d114acc91b3b,32,144000,C2,15000,36,C1,0
b6c3e79846c24b6e8fdb06fdc9106ea4,25,120000,C1,37500,36,C6,0
b530020334c6413e9b2524782750ab2d,24,120000,C1,12500,24,C11,0
73f5438562be4f60947c64b234707897,34,1200000,C1,25000,36,C8,0
db93eff6503343b9b8da8e0fe3e20588,39,160000,C2,15000,24,C4,0
c72163496ec042008aced534c64d93a6,21,200000,C1,9000,12,C3,0
1383c8b788054f05ba39aa945b273413,29,160000,C6,15000,24,C1,1
cf0ffdcff63245c6984d17761ee92b85,24,128000,C1,30000,48,C2,0
3f6002e3fa8b4dad91e5ed9e62416f52,26,120000,C1,25000,36,C7,0
860a0b4d0c604a6392ad1bb130d17017,31,136000,C1,15000,24,C1,1
a36e9f7ffaa841568cc63a8753cd80ae,22,112000,C1,7500,36,C2,0
ef53374ba2394e79bc6f75ea5c7b2c4f,34,100000,C2,25000,60,C2,0
24e90b979c6e4d2db478a182e45d6146,43,137600,C5,25000,60,C4,0
4498086f3426484b9344faa2ab22d459,29,156000,C1,17000,42,C1,0
e5955d479ab2497c8896839014a3f5de,22,112000,C1,5000,12,C4,0
8701de3b1e674cf7a7134d2fbf53cd8c,33,200000,C1,15000,24,C1,1
095661b6ee2142758103da27a075fc98,33,100000,C2,10000,36,C2,0
6baec71736954e179c2ca7cbbf954cab,21,160000,C2,25000,24,C4,0
31379a301d734c3580ea006f2f712a6b,32,97500,C1,30000,24,C7,0
c660368bfe7e4944b340b4e1dd843b9e,30,120000,C1,25000,36,C1,0
69b5d9cc9bc64f018a501b5920fbec05,34,192000,C2,25000,6,C3,0
7e038f87bd0549baa20f31bb14c4d39e,61,125000,C2,20000,54,C1,0
17c7ca03493f4180afc888eee646927e,26,124000,C6,5000,12,C4,0
bfffac188c4747e38a5d0e0b3f41b392,46,108000,C2,15000,24,C1,0
654dde3432a74380a5f798469893824c,24,120000,C1,10050,24,C3,1
0ae6718fb6f5475296e6bdadb36dd194,49,117360,C2,21250,36,C4,1
85e77ab9108f490589513307f414c40f,25,175000,C1,35000,42,C3,0
9d8c596ecff64694acdb542139794400,64,136000,C1,20000,24,C1,0
b66d50f9b7a244f7954d9227ef373ad8,27,144000,C1,25000,36,C1,0
47682aa6204f4f149d63931204a0566c,21,100000,C1,37500,60,C1,0
f652fe596b234e43b1e60f3bbb0a42c9,29,120000,C2,19100,60,C1,0
d0fa96647b1743eaa772b0a33968b673,24,129935,C6,25000,48,C1,0
fe0ffba77269499eb4f053f4c950d68c,26,116000,C6,5000,24,C4,0
e3e625742d7b48b4ae266c0f65cb9a9e,22,120000,C1,2500,24,C3,0
b36337f011834f9fac5a795e67d30d4b,40,130000,C2,30000,24,C3,0
7ebf481357ad4e77a595352aa3587ddf,35,160000,C5,7500,24,C1,0
9918321a846a40b0ba78e0172176b9ae,24,121070,C6,6750,12,C1,1
191962c7e60a49b594030c108693b870,42,148000,C1,15000,24,C2,0
95b21193b8e045cabdc215687b4e4f98,26,1080000,C1,25000,36,C2,0
769b356de6fa4488b3a0a07f7cc20ef0,42,224000,C2,17500,24,C1,0
02072dc5aa894568917ba0be390d7773,33,136000,C1,7500,12,C4,0
e5fa29a9bc034c4b8d07caf299c12111,27,160000,C1,12500,24,C1,0
221b088b13b641508fb03ecc913f6db5,27,120000,C1,25000,24,C1,0
195bee09e9f44d3d9e695ff30ae10af9,26,120000,C1,5000,24,C4,0
4af2eb2ccc9446b795fab20af2d2d0de,30,105000,C1,25000,36,C1,0
55d110b60d864f9db1187c8f47c59794,23,109000,C1,6000,12,C3,0
f930db34877f465a828318e225853ab0,23,116000,C1,7500,36,C5,0
84d09b0a3f4a4b2fb441295e738e0520,23,136000,C1,6000,24,C2,0
73b4584766e04c2f8fdb72908cddfd93,39,144000,C2,7500,36,C1,0
f7b1ac6e3d0f414ba80568ab0e2df3eb,31,120000,C1,7500,36,C6,0
9487e9f2954442119eae0fbe8af22d13,45,152000,C2,20000,36,C4,0
72b5392686394ca8afc06d8e485e8779,23,145000,C1,37500,36,C1,0
1e7d66ff0d3c4d37b01ceea95c02c0e2,26,144000,C1,6000,18,C4,0
e60f94afdd2b4649abcb0b566b144e52,35,144000,C4,25000,24,C1,1
f9f56a451b4c45eaa61e09041167f9f8,27,160000,C1,5000,24,C1,0
6f1ef1fec3f14abe9fb4b339113f663f,34,292965,C2,37500,60,C2,0
7637421960b24f20aa3a0a7db8ab2b12,29,156000,C1,25000,24,C8,0
04206bb3704e4ad5995037c2a5a241a1,29,153600,C1,15000,36,C3,0
057bb96cf8bc46b687ede309a55abcb1,31,120000,C1,25000,24,C3,0
dcec3563243040e0aa303ebde7374f77,31,275000,C2,15000,24,C3,0
5a517de262974438acb1b10d747920b5,30,121600,C1,5000,9,C6,0
d86185a867484d99965cf6b8a933b977,22,108000,C1,5000,24,C2,0
4fce5730d8914cafba8d04cf4ec6ea48,45,128000,C2,17500,24,C1,0
666e8fc5151443088474ef40d13fbcd3,35,110000,C2,12500,60,C2,0
038ed1843343432f8f2f1be9ef841cfd,22,160000,C1,15000,24,C4,0
